texts;labels
Документ отражает работу учебного офиса со студентами за отчетный период: прием обращений, выдача справок и консультации.;8.2.2.1.1-13
Акт подтверждает своевременную обработку студенческих заявлений и корректное выполнение процедур сопровождения образовательного процесса.;8.2.2.1.1-13
Документ содержит отчетные сведения о взаимодействии со студентами и итоговое заключение о выполнении работ без нарушений.;8.2.2.1.1-13
Акт подразделения по работе со студентами о рассмотрении обращений, подготовке документов и консультировании обучающихся.;8.2.2.1.1-13
"АКТ

приема-передачи документов личных дел абитуриентов-студентов

Федеральное государственное автономное образовательное учреждение высшего образования
Национальный исследовательский университет «Высшая школа экономики»
Пермский филиал

Учебный офис факультета социально-экономических и компьютерных наук

Акт № 8.2.2.1-ЛД/0426-1
г. Пермь
26 апреля 2026 г.

О приеме-передаче документов личных дел абитуриентов-студентов

Мы, нижеподписавшиеся:

передающая сторона:
специалист приемной комиссии НИУ ВШЭ – Пермь
Соколова Ирина Алексеевна

принимающая сторона:
специалист по учебно-методической работе учебного офиса факультета СЭКН
Карнаухова Елена Александровна

составили настоящий акт о том, что произведена передача документов личных дел абитуриентов, зачисленных на образовательные программы факультета социально-экономических и компьютерных наук.

1. Основание передачи

Передача осуществлена в связи с завершением этапа зачисления обучающихся на 2025/2026 учебный год и передачей дел на дальнейшее сопровождение в учебный офис факультета.

2. Состав передаваемых документов

Переданы следующие документы, входящие в личные дела обучающихся:

заявления о приеме на обучение;
копии документов, удостоверяющих личность;
документы об образовании;
согласия на обработку персональных данных;
результаты вступительных испытаний (при наличии);
иные документы, предусмотренные правилами приема.
3. Количество переданных дел

Передано личных дел абитуриентов-студентов: 124 (сто двадцать четыре) единицы.

4. Состояние документов

Документы переданы в полном объеме, в систематизированном виде, без видимых повреждений и нарушений комплектности.

5. Заключение

Стороны подтверждают, что передача документов осуществлена в соответствии с установленными регламентами университета. Претензий по составу и состоянию переданных документов не имеется.

Передающая сторона: _____________ /Соколова И.А./

Принимающая сторона: _____________ /Смирнова Е.А./

Начальник учебного офиса (ознакомлен): _____________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ

приема-передачи документов личных дел абитуриентов-студентов

Федеральное государственное автономное образовательное учреждение высшего образования
Национальный исследовательский университет «Высшая школа экономики»
Пермский филиал

Учебный офис факультета социально-экономических и компьютерных наук

Акт № 8.2.2.1-ЛД/0410-2
г. Пермь
10 апреля 2026 г.

О приеме-передаче документов личных дел абитуриентов-студентов

Мы, нижеподписавшиеся:

передающая сторона:
специалист приемной комиссии НИУ ВШЭ – Пермь
Морозова Елена Петровна

принимающая сторона:
специалист по учебно-методической работе учебного офиса факультета СЭКН
Карнаухова Елена Александровна

составили настоящий акт о том, что произведена передача документов личных дел абитуриентов, зачисленных на образовательные программы факультета социально-экономических и компьютерных наук.

1. Основание передачи

Передача осуществлена в связи с завершением этапа зачисления обучающихся на 2025/2026 учебный год и передачей дел на дальнейшее сопровождение в учебный офис факультета.

2. Состав передаваемых документов

Переданы следующие документы, входящие в личные дела обучающихся:

заявления о приеме на обучение;

копии документов, удостоверяющих личность;

документы об образовании;

согласия на обработку персональных данных;

результаты вступительных испытаний (при наличии);

иные документы, предусмотренные правилами приема.

3. Количество переданных дел

Передано личных дел абитуриентов-студентов: 98 (девяносто восемь) единиц.

4. Состояние документов

Документы переданы в полном объеме, в систематизированном виде, без видимых повреждений и нарушений комплектности.

5. Заключение

Стороны подтверждают, что передача документов осуществлена в соответствии с установленными регламентами университета. Претензий по составу и состоянию переданных документов не имеется.

Передающая сторона: _____________ /Морозова Е.П./

Принимающая сторона: _____________ /Смирнова Е.А./

Начальник учебного офиса (ознакомлен): _____________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ

приема-передачи документов личных дел абитуриентов-студентов

ФГАОУ ВО НИУ ВШЭ – Пермь
Учебный офис факультета СЭКН

Акт № 8.2.2.1-ЛД/0515-3
г. Пермь
15 мая 2026 г.

О приеме-передаче документов личных дел абитуриентов-студентов

Мы, нижеподписавшиеся:

передающая сторона:
ведущий специалист приемной комиссии НИУ ВШЭ – Пермь
Волкова Ирина Александровна

принимающая сторона:
ведущий специалист учебного офиса факультета СЭКН
Иванова Мария Сергеевна

составили настоящий акт о том, что произведена передача документов личных дел абитуриентов, зачисленных на образовательные программы факультета.

1. Основание передачи

Передача осуществлена в связи с завершением дополнительного набора и передачей дел на постоянное хранение и сопровождение в учебный офис.

2. Состав передаваемых документов

Переданы следующие документы:

заявления о приеме;

копии паспортов и СНИЛС;

оригиналы или копии документов об образовании;

согласия на обработку персональных данных;

сертификаты ЕГЭ (копии, заверенные);

документы о льготах и индивидуальных достижениях.

3. Количество переданных дел

Передано личных дел: 56 (пятьдесят шесть) единиц.

4. Состояние документов

Все документы систематизированы по алфавиту, упакованы в папки-скоросшиватели. Повреждений не обнаружено.

5. Заключение

Передача выполнена в соответствии с регламентом. Замечаний к составу и оформлению нет.

Передающая сторона: _____________ /Волкова И.А./

Принимающая сторона: _____________ /Иванова М.С./

Начальник учебного офиса: _____________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ № 8.2.2.1-ЛД/0426-2

приема-передачи документов личных дел абитуриентов-студентов

Федеральное государственное автономное образовательное учреждение высшего образования
Национальный исследовательский университет «Высшая школа экономики»
Пермский филиал

Учебный офис факультета социально-экономических и компьютерных наук

г. Пермь
«26» апреля 2026 г.

О приеме-передаче личных дел обучающихся

Мы, нижеподписавшиеся, составили настоящий акт о передаче документов личных дел абитуриентов, зачисленных на образовательные программы факультета СЭКН.

Передающая сторона:
специалист приемной комиссии
Соколова И.А.

Принимающая сторона:
специалист учебного офиса
Карнаухова Е.А.

1. Основание передачи

Передача осуществляется в связи с завершением процедуры зачисления и необходимостью передачи материалов для дальнейшего ведения контингента.

2. Перечень документов

В состав переданных материалов включены:

заявления о приеме;
копии паспортов обучающихся;
документы об образовании (оригиналы/копии);
согласия на обработку персональных данных;
экзаменационные листы и результаты вступительных испытаний;
дополнительные документы (при наличии).
3. Объем передачи

Передано: 123 личных дела (сто двадцать три).

4. Особые отметки

Часть дел (2 ед.) передана с уточняющими вложениями, требующими дополнительной проверки комплектности.

5. Заключение

Документы переданы в целом в надлежащем состоянии. Претензий по количеству не заявлено.

Передающая сторона __________ /Соколова И.А./
Принимающая сторона __________ /Карнаухова Е.А./
Начальник учебного офиса __________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ № 8.2.2.1-ЛД/0426-3

приема-передачи документов личных дел абитуриентов-студентов

НИУ ВШЭ – Пермь
Факультет социально-экономических и компьютерных наук
Учебный офис

г. Пермь
«26» апреля 2026 г.

О передаче документов личных дел студентов

Настоящий акт составлен в подтверждение факта передачи личных дел обучающихся первого курса, зачисленных на ОП факультета СЭКН.

Передал:
Соколова Ирина Алексеевна (специалист ПК)

Принял:
Смирнова Елена Александровна (специалист УО)

1. Основание

Распоряжение о завершении этапа зачисления и передаче дел в учебный офис.

2. Состав передаваемых материалов
заявления поступающих;
копии документов, удостоверяющих личность;
документы об образовании;
договоры об обучении (при наличии);
согласия на обработку персональных данных;
результаты вступительных испытаний.
3. Количество

Передано: 125 дел (сто двадцать пять).

4. Состояние документов

Документы переданы частично в бумажном виде, частично в виде распечаток из информационной системы. Замечания отсутствуют.

5. Итог

Передача выполнена в рабочем порядке, без разногласий сторон.

Передал __________ /Соколова И.А./
Принял __________ /Смирнова Е.А./
Ознакомлен __________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ № 8.2.2.1-ЛД/0426-4

приема-передачи документов личных дел абитуриентов-студентов

ФГАОУ ВО НИУ ВШЭ
Пермский кампус
Учебный офис факультета СЭКН

г. Пермь
26.04.2026

О приеме-передаче личных дел обучающихся

Мы, нижеподписавшиеся, подтвердили факт передачи документов личных дел студентов, зачисленных на образовательные программы факультета.

Передающая сторона: Соколова И.А.
Принимающая сторона: Карнаухова Е.А.

1. Основание передачи

Завершение кампании зачисления 2025/2026 учебного года и регламентное перемещение дел в учебный офис.

2. Перечень документов
заявления о поступлении;
копии удостоверяющих документов;
документы об образовании;
согласия на обработку персональных данных;
вступительные испытания (результаты);
служебные отметки приемной комиссии (при наличии).
3. Объем передачи

Передано 124 личных дела, включая 1 дело в доукомплектовании.

4. Примечание

Одно дело передано с отсутствием копии аттестата (ожидается досылка от абитуриента).

5. Заключение

Передача произведена, стороны претензий не имеют.

Передающая сторона __________ /Соколова И.А./
Принимающая сторона __________ /Карнаухова Е.А./
Начальник УО __________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ № 8.2.2.1-ЛД/0426-2

приема–передачи документов личных дел абитуриентов-студентов

Федеральное государственное автономное образовательное учреждение высшего образования
Национальный исследовательский университет «Высшая школа экономики»
Пермский филиал

Учебный офис факультета социально-экономических и компьютерных наук

г. Пермь
«26» апреля 2026 г.

1. Общие сведения

Мы, нижеподписавшиеся, составили настоящий акт о передаче документов личных дел студентов, зачисленных на ОП факультета СЭКН.

Передающая сторона:
Соколова И.А. — специалист приемной комиссии НИУ ВШЭ – Пермь

Принимающая сторона:
Смирнова Е.А. — специалист по УМР учебного офиса

2. Основание передачи

Передача выполнена в связи с завершением процедуры зачисления на 2025/2026 уч. год и передачей дел в учебный офис.

3. Состав передаваемых документов (в общем виде)
заявления о приеме
копии паспорта / удостоверений личности
документы об образовании
согласия на обработку ПДн
результаты вступительных испытаний (при наличии)
прочие материалы личных дел
4. Количество дел

Передано: 124 шт. (сто двадцать четыре)
(данные сверены по ведомости, расхождений не выявлено)

5. Заключение

Документы переданы в удовлетворительном состоянии, без нарушений комплектности (визуально).

Передающая сторона __________ /Соколова И.А./
Принимающая сторона _________ /Смирнова Е.А./
Согласовано: __________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ № 8.2.2.1-ЛД/0426-3

(о приеме/передаче личных дел обучающихся)

НИУ ВШЭ – Пермь
Факультет СЭКН
Учебный офис

г. Пермь
26.04.2026

I. Стороны

Передал: Соколова И.А. (приемная комиссия)
Принял: Карнаухова Е.А. (УМР)

II. Предмет акта

Передача личных дел абитуриентов, зачисленных на образовательные программы факультета.

III. Перечень документов

(передаются в составе личного дела, без детализации по каждому делу)

заявление о поступлении
копии документов об образовании
копия паспорта
согласие на обработку персональных данных
результаты вступительных испытаний
иные документы приемной кампании
IV. Количественные показатели

Всего передано дел: 124 (сто двадцать четыре) ед.
Примечание: часть дел сформирована в электронно-бумажной форме (смешанный архив).

V. Особые отметки

Отдельные дела имеют неполные скан-копии (доработка в процессе сканирования).

Подписи:

Передающая сторона ____________ /Соколова И.А./
Принимающая сторона ____________ /Карнаухова Е.А./
Начальник УО ____________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ ПРИЕМА-ПЕРЕДАЧИ № 8.2.2.1-ЛД/0426-4

ФГАОУ ВО «НИУ ВШЭ»
Пермский филиал
Учебный офис СЭКН

г. Пермь
«26» апреля 2026 г.

1. Основание

Настоящий акт составлен в связи с передачей личных дел обучающихся после завершения этапа зачисления.

2. Участники передачи

Передающая сторона:
Соколова И.А. — специалист ПК

Принимающая сторона:
Смирнова Е.А. — специалист УМР

3. Состав переданных материалов

Передаются личные дела студентов, включающие:

заявления абитуриентов
копии документов удостоверяющих личность
документы об образовании
согласия на обработку персональных данных
результаты вступительных испытаний (если имеются)
4. Объем передачи

Количество дел: 124 шт.
(сто двадцать четыре, цифры подтверждены реестром ПК № 17/0426)

5. Итог

Передача произведена, документы упакованы и систематизированы. Претензии отсутствуют.

Подписи сторон:

Передал __________ /Соколова И.А./
Принял __________ /Смирнова Е.А./
Ознакомлен __________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ ПРИЕМА-ПЕРЕДАЧИ № 8.2.2.1-ЛД/0426-4 (ред. A)

НИУ ВШЭ – Пермь
Учебный офис СЭКН

г. Пермь
26.04.2026

1. Основание составления

Акт оформлен в связи с передачей личных дел обучающихся после завершения этапа зачисления на 2025/2026 учебный год.

(основание: внутренний реестр приемной комиссии № ПК/17/0426)

2. Участники процедуры

Передающая сторона:
Соколова И.А. — специалист приемной комиссии

Принимающая сторона:
Смирнова Е.А. — специалист по учебно-методической работе

(участие третьих лиц не предусматривалось)

3. Состав передаваемых материалов

В состав личных дел входят:

заявления о приеме
копии удостоверяющих документов
документы об образовании
согласия на обработку персональных данных
результаты вступительных испытаний (при наличии)
дополнительные вложения (в отдельных делах)
4. Объем передачи
Количество личных дел: 124 шт.
(сто двадцать четыре; расхождений с реестром не выявлено)
5. Состояние материалов

Документы переданы:

в полном составе
в систематизированном виде
без видимых повреждений
с сохранением структуры дел

(часть дел дополнительно упакована в архивные папки)

6. Заключение

Передача завершена в штатном порядке. Претензий к составу и качеству документов не имеется.

Подписи:

Передал __________ /Соколова И.А./
Принял __________ /Смирнова Е.А./
Ознакомлен __________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ ПРИЕМА-ПЕРЕДАЧИ (смешанный формат / с табличным блоком)

НИУ ВШЭ – Пермь
Учебный офис СЭКН

Акт № 8.2.2.1-ЛД/0426-4

г. Пермь
26 апреля 2026 г.

1. Основание

Передача личных дел обучающихся после этапа зачисления (реестр ПК №17/0426)

2. Стороны

Передающая: Соколова И.А. (ПК)
Принимающая: Смирнова Е.А. (УМР)

3. Состав передаваемых документов
Категория	Наличие
Заявления	да
Документы удостоверяющие личность	да
Документы об образовании	да
Согласия ПДн	да
Результаты вступительных испытаний	частично
4. Количество

124 личных дела (без расхождений с реестром)

5. Итоговое состояние
комплектность: полная
повреждения: отсутствуют
систематизация: выполнена
6. Итог

Передача произведена в полном объеме, без замечаний.

Передал __________ /Соколова И.А./
Принял __________ /Смирнова Е.А./
Ознакомлен __________ /Береснева Т.А./";8.2.2.1.1-14
"АКТ ПРИЕМА-ПЕРЕДАЧИ (черновой административный стиль с шумом)

НИУ ВШЭ – Пермь
Факультет СЭКН / Учебный офис

Акт № 8.2.2.1-ЛД/0426-4

г. Пермь
26.04.2026

1. Основание

Передача личных дел абитуриентов, зачисленных на ОП факультета СЭКН

2. Участники

Передающая сторона: Соколова И.А.
Принимающая сторона: Смирнова Е.А.
(присутствие дополнительных лиц не фиксировалось)

3. Передаваемые материалы
заявления о приеме
копии удостоверяющих документов
документы об образовании
согласия на обработку ПДн
результаты вступительных испытаний (частично)
4. Объем

124 единицы личных дел
(данные подтверждены внутренним реестром ПК)

5. Состояние
документы в наличии
упорядочены
повреждений не выявлено
замечаний нет
6. Заключение

Передача выполнена в полном объеме. Претензий не поступило.

Подписи:

Передал __________ /Соколова И.А./
Принял __________ /Смирнова Е.А./
Ознакомлен __________ /Береснева Т.А./";8.2.2.1.1-14
АКТ приема-передачи документов личных дел абитуриентов-студентов между приемной комиссией и учебным офисом факультета. Указаны основания передачи, состав документов, количество дел и подтверждение комплектности.;8.2.2.1.1-14
Документ фиксирует передачу личных дел зачисленных абитуриентов из приемной комиссии в учебный офис факультета. Отражены перечень документов, число дел и состояние переданных материалов.;8.2.2.1.1-14
Акт о приеме-передаче документов личных дел студентов после завершения зачисления. Указаны стороны передачи, комплектность документов и отсутствие претензий.;8.2.2.1.1-14
Официальный акт о передаче личных дел обучающихся в учебный офис. Содержит сведения о количестве дел, перечне документов и соблюдении внутренних регламентов.;8.2.2.1.1-14
Документ подтверждает передачу личных дел абитуриентов, поступивших на программы факультета, из приемной комиссии в подразделение сопровождения студентов.;8.2.2.1.1-14
Акт приема-передачи включает данные о заявлениях на поступление, копиях документов, согласиях на обработку персональных данных и иных материалах личных дел.;8.2.2.1.1-14
Документ оформлен по факту передачи документов зачисленных студентов. Указаны количество единиц хранения и состояние переданных дел.;8.2.2.1.1-14
Акт о передаче личных дел обучающихся между структурными подразделениями университета. Подтверждена систематизация документов и полная комплектность.;8.2.2.1.1-14
Служебный документ о приеме документов личных дел студентов в учебный офис факультета после окончания приемной кампании.;8.2.2.1.1-14
Документ фиксирует результаты передачи личных дел абитуриентов-студентов и отсутствие замечаний по составу переданных материалов.;8.2.2.1.1-14
Акт передачи архивных и текущих документов личных дел студентов из приемной комиссии в учебный офис факультета.;8.2.2.1.1-14
Официальный документ о приеме дел обучающихся на дальнейшее сопровождение после процедуры зачисления.;8.2.2.1.1-14
Акт содержит сведения о количестве переданных личных дел, составе вложенных документов и сторонах передачи.;8.2.2.1.1-14
Документ подтверждает передачу комплектов документов студентов в учебный офис в соответствии с регламентами университета.;8.2.2.1.1-14
Акт приема-передачи личных дел обучающихся с указанием основания передачи и оценки состояния документов.;8.2.2.1.1-14
Документ отражает перемещение личных дел студентов между приемной комиссией и факультетским подразделением сопровождения.;8.2.2.1.1-14
Акт о передаче документов поступивших студентов содержит перечень материалов и подтверждение отсутствия повреждений.;8.2.2.1.1-14
Служебный акт по движению личных дел абитуриентов после завершения зачисления на образовательные программы факультета.;8.2.2.1.1-14
Документ оформляет прием документов личных дел студентов учебным офисом и подтверждает корректность передачи.;8.2.2.1.1-14
Акт приема-передачи личных дел между подразделениями университета с указанием количества единиц и состояния документации.;8.2.2.1.1-14
"Индивидуальное задание на проект студента образовательной программы «Разработка информационных систем для бизнеса» группы РИС-22-1

Голубева Арина Алексеевна
(Фамилия Имя Отчество)
Цель проекта:	разработка веб-приложения «Наш Общий Счетчик» для учета 
совместных расходов и автоматического расчета финансовых обязательств между 
участниками группы.
Заказчик проекта:	Ланин Вячеслав Владимирович

Сроки реализации проекта:	01.11.2025 – 24.03.2026
Требования к результату проекта:
В рамках проекта должно быть разработано веб-приложение, обеспечивающее:
	учет совместных расходов пользователей;
	автоматическое распределение затрат между участниками;
	расчет взаимных финансовых обязательств;
	хранение историй операций;
	наглядное отображение результатов расчетов.
Задачи аналитика (ответственного за выполнение этапа с анализом):
	провести анализ предметной области учета совместных расходов;
	исследовать существующие решение (Tricount, Splitwise) и выявить их недостатки;
	сформулировать бизнес-требования к системе;
	определить функциональные требования (группы, участники, траты, расчеты);
	определить нефункциональные требования (веб-доступность, безопасность, корректность расчетов);
	описать бизнес-процессы (AS-IS и TO-BE);
	разработать диаграмму прецедентов;
	описать ключевые прецеденты (например, добавление траты);
	подготовить аналитическую часть отчета.
Требования к исполнителю проекта:
	знание основ системного анализа;
	понимание принципов разработки веб-приложений;
	навыки работы с UML (диаграммы прецедентов, активности);
	умение формулировать требования к ПО;
	опыт работы с GitHub.

График реализации проекта:
Номер ИСР	Описание задачи	Сроки выполнения	Исполнитель	Результаты
1	Анализ и формирование требований
1.1	Анализ предметной области учета совместных расходов	01.11.2025 – 05.11.2025	Голубева А.А.	Описание предметной области
1.2	Выявление проблем текущих процессов (AS-IS)	05.11.2025 – 08.11.2025	Голубева А.А.	Модель AS-IS
1.3	Описание целевого процесса (TO-BE)	08.11.2025 – 11.11.2025	Голубева А.А.	Модель TO-BE
1.4	Анализ существующих решений (Tricount, Splitwise)	11.11.2025 – 18.11.2025	Голубева А.А.	Обзор решений
1.5	Формирование критериев оценки	18.11.2025 – 20.11.2025	Голубева А.А.	Критерии сравнения
1.6	Сравнительный анализ решений	20.11.2025 – 24.11.2025	Голубева А.А.	Таблица сравнения
1.7	Формирование бизнес-требований	24.11.2025 – 27.11.2025	Голубева А.А.	Бизнес-требования
1.8	Формирование функциональных требований	27.11.2025 – 02.12.2025	Голубева А.А.	Функциональные требования
1.9	Формирование нефункциональных требований	02.12.2025 – 06.12.2025	Голубева А.А.	Нефункциональные требования
1.10	Разработка диаграммы прецедентов	06.12.2025 – 10.12.2025	Голубева А.А.	UML-диаграмма
1.11	Описание сценариев (добавление траты)	10.12.2025 – 13.12.2025	Голубева А.А.	Описание процессов
1.12	Подготовка аналитического раздела отчета	13.12.2025 – 18.12.2025	Голубева А.А.	Глава «Анализ»
2	Проектирование системы	18.12.2025 – 20.01.2026	Медведева А.С.	Архитектура, база данных, интерфейс
3	Реализация системы	20.01.2026 – 05.03.2026	Верхоланцев А.В.
Мельник Е.А.	Рабочее веб-приложение
4	Тестирование системы	05.03.2026 – 15.03.2026	Чуприянов М.М.	Отчет о тестировании
5	Подготовка и защита проекта	15.03.2026 – 23.03.2026	Проектная группа	Итоговый отчет, защита

Критерии завершенности проекта:	
	выполненный анализ предметной области;
	проведенный анализ существующих решений;
	сформированные требования к системе;
	разработанные UML-диаграммы;
	подготовленный аналитический раздел отчета;
	разработаны архитектура системы и модель данных;
	реализовано веб-приложение учета совместных расходов;
	проведено тестирование системы;
	подготовлен итоговый отчет и выполнена защита проекта.

Критерии качества результата:	
№	Критерий	Подтверждение	Баллы
1	Полнота и обоснованность требований	Сформированы бизнес-, функциональные и нефункциональные требования, соответствующие предметной области	
2	Логичность и непротиворечивость анализа	Отсутствие противоречий в описании процессов, корректная структура аналитического раздела	
3	Корректность UML-диаграмм	Соответствие диаграмм прецедентов и активности требованиям и бизнес-процессам	
4	Соответствие результатов цели проекта	Реализация системы учета совместных расходов с автоматическим расчетом обязательств	
5	Корректность работы реализованных функций приложения	Все основные функции (учет трат, расчет долгов, управление группами) работают без ошибок	
6	Реализованный интерфейс системы	Наличие удобного и понятного пользовательского интерфейса веб-приложения	
7	Надежность и корректность расчетов финансовых обязательств	Правильность расчетов при различных сценариях распределения расходов	
8	Успешное прохождение тестирования	Выполнение тестовых сценариев и соответствие ожидаемым результатам	

Форма отчетности:	
	индивидуальный отчет (с подробным описанием этапа с анализом);
	общий отчет по проекту;
	UML-диаграммы;
	работающее ве-приложение;
	презентация проекта;
	защита проекта.
Трудоемкость проекта в зачетных единицах: 6 з.е.
Ланин В.В.
Руководитель проекта:
Старший преподаватель кафедры ИТБ
(должность, Фамилия, Имя, Отчество) 
Студент факультета социально-экономических и компьютерных наук
 

Голубева А.А.
(Фамилия, Имя, Отчество)
";8.2.2.1.1-15
"Индивидуальное задание на проект студента

образовательной программы «Программная инженерия»
группы ПИ-21-1

Морозов Дмитрий Алексеевич
(Фамилия Имя Отчество)

Цель проекта:
разработка мобильного приложения «SmartTask» для управления личными задачами с интеграцией календаря и push-уведомлениями.

Заказчик проекта:
ООО «ПромТех», технический директор Субботин П.Н.

Сроки реализации проекта:
01.10.2025 – 20.03.2026

Требования к результату проекта:
В рамках проекта должно быть разработано мобильное приложение (iOS/Android), обеспечивающее:

создание, редактирование и удаление задач с приоритетами и сроками;

интеграцию с системными календарями устройств;

автоматические напоминания и push-уведомления;

синхронизацию данных между устройствами пользователя через облачное хранилище;

статистику выполнения задач за выбранный период (неделя, месяц, год);

категоризацию задач (работа, личное, учёба, здоровье).

Задачи аналитика (ответственного за выполнение этапа с анализом):

провести анализ предметной области управления личными задачами;

исследовать существующие решения (Todoist, Trello, Any.do, Microsoft To Do) и выявить их сильные и слабые стороны;

сформулировать бизнес-требования к системе;

определить функциональные требования (управление задачами, категории, календарь, уведомления, синхронизация);

определить нефункциональные требования (производительность, безопасность, удобство интерфейса);

описать бизнес-процессы (AS-IS и TO-BE);

разработать диаграмму прецедентов (Use Case Diagram);

описать ключевые прецеденты (например, создание задачи, изменение статуса, получение напоминания);

подготовить аналитическую часть отчета.

Требования к исполнителю проекта:

знание основ системного анализа;

понимание принципов мобильной разработки (Flutter / React Native);

навыки работы с UML (диаграммы прецедентов, активностей, последовательностей);

умение формулировать требования к ПО;

опыт работы с Git и системами контроля версий.

График реализации проекта:

Номер ИСР	Описание задачи	Сроки выполнения	Исполнитель	Результаты
1	Анализ и формирование требований	01.10.2025 – 25.10.2025	Морозов Д.А.	Аналитический раздел
1.1	Анализ предметной области управления задачами	01.10.2025 – 05.10.2025	Морозов Д.А.	Описание предметной области
1.2	Выявление проблем текущих процессов (AS-IS)	05.10.2025 – 08.10.2025	Морозов Д.А.	Модель AS-IS
1.3	Описание целевого процесса (TO-BE)	08.10.2025 – 11.10.2025	Морозов Д.А.	Модель TO-BE
1.4	Анализ существующих решений (Todoist, Trello, Any.do)	11.10.2025 – 16.10.2025	Морозов Д.А.	Обзор решений
1.5	Формирование критериев оценки	16.10.2025 – 18.10.2025	Морозов Д.А.	Критерии сравнения
1.6	Сравнительный анализ решений	18.10.2025 – 20.10.2025	Морозов Д.А.	Таблица сравнения
1.7	Формирование бизнес-требований	20.10.2025 – 21.10.2025	Морозов Д.А.	Бизнес-требования
1.8	Формирование функциональных требований	21.10.2025 – 23.10.2025	Морозов Д.А.	Функциональные требования
1.9	Формирование нефункциональных требований	23.10.2025 – 24.10.2025	Морозов Д.А.	Нефункциональные требования
1.10	Разработка диаграммы прецедентов	24.10.2025 – 25.10.2025	Морозов Д.А.	UML-диаграмма
1.11	Описание сценариев (создание задачи, напоминание)	25.10.2025 – 27.10.2025	Морозов Д.А.	Описание процессов
1.12	Подготовка аналитического раздела отчета	27.10.2025 – 30.10.2025	Морозов Д.А.	Глава «Анализ»
2	Проектирование системы	30.10.2025 – 20.11.2025	Ковалева А.С.	Архитектура, база данных, интерфейс
3	Реализация системы	20.11.2025 – 20.02.2026	Соловьев П.И., Новикова Е.А.	Рабочее мобильное приложение
4	Тестирование системы	20.02.2026 – 05.03.2026	Широков И.В.	Отчет о тестировании
5	Подготовка и защита проекта	05.03.2026 – 20.03.2026	Проектная группа	Итоговый отчет, защита
Критерии завершенности проекта:

выполненный анализ предметной области управления задачами;

проведенный анализ существующих решений;

сформированные бизнес-, функциональные и нефункциональные требования к системе;

разработанные UML-диаграммы (прецедентов, активностей);

подготовленный аналитический раздел отчета;

разработаны архитектура системы и модель данных;

реализовано мобильное приложение для управления задачами;

проведено тестирование системы;

подготовлен итоговый отчет и выполнена защита проекта.

Критерии качества результата:

№	Критерий	Подтверждение	Баллы
1	Полнота и обоснованность требований	Сформированы бизнес-, функциональные и нефункциональные требования, соответствующие предметной области	
2	Логичность и непротиворечивость анализа	Отсутствие противоречий в описании процессов, корректная структура аналитического раздела	
3	Корректность UML-диаграмм	Соответствие диаграмм прецедентов и активности требованиям и бизнес-процессам	
4	Соответствие результатов цели проекта	Реализация мобильного приложения для управления задачами с интеграцией календаря и уведомлениями	
5	Корректность работы реализованных функций приложения	Все основные функции (создание, редактирование, удаление, напоминания) работают без ошибок	
6	Реализованный интерфейс системы	Наличие удобного и понятного пользовательского интерфейса мобильного приложения	
7	Надежность синхронизации и работы в офлайн-режиме	Корректная синхронизация между устройствами и сохранение данных при отсутствии интернета	
8	Успешное прохождение тестирования	Выполнение тестовых сценариев и соответствие ожидаемым результатам	
Форма отчетности:

индивидуальный отчет (с подробным описанием этапа с анализом);

общий отчет по проекту;

UML-диаграммы;

работающее мобильное приложение;

презентация проекта;

защита проекта.

Трудоемкость проекта в зачетных единицах: 6 з.е.

Руководитель проекта:
Старший преподаватель кафедры ИТБ
Ланин В.В.

Студент факультета социально-экономических и компьютерных наук
Морозов Д.А.";8.2.2.1.1-15
